parent,psc,desc,net,breadth,n_years,span,latest_end,idv
Lyme Computer,D319,IT AND TELECOM- ANNUAL SOFTWAR,473441.97,1,1,0,2022,0
Oceaneering International,5895,MISCELLANEOUS COMMUNICATION EQ,472250.0,1,1,0,2023,0
Colossal Contracting,5895,MISCELLANEOUS COMMUNICATION EQ,471051.04,1,1,0,2021,0
Dell Marketing L P,7021,INFORMATION TECHNOLOGY CENTRAL,469399.66,1,1,0,2020,0
Aurora Consulting,7030,INFORMATION TECHNOLOGY SOFTWAR,467443.07,1,1,0,2021,0
Frontgrade,5895,MISCELLANEOUS COMMUNICATION EQ,466690.0,1,1,0,2027,0
Peerless Mfg,2090,MISCELLANEOUS SHIP AND MARINE ,466235.0,1,1,0,2018,0
Applied Computing,D399,IT AND TELECOM- OTHER IT AND T,464354.69,1,1,0,2015,0
Viasat,D322,IT AND TELECOM- INTERNET,464012.0,1,1,0,2019,0
Dell Federal L P,7B22,IT AND TELECOM - COMPUTE: SERV,462126.67000000004,2,2,1,2025,0
Barnes Bullets,1305,"AMMUNITION, THROUGH 30MM",461656.8,1,1,0,2015,0
Eaglepicher,1377,CARTRIDGE AND PROPELLANT ACTUA,458356.84,1,1,0,2022,0
Defense Maritime Solutions,5820,RADIO AND TELEVISION COMMUNICA,456532.52,1,1,0,2017,0
High Tech,5845,UNDERWATER SOUND EQUIPMENT,455390.0,9,7,6,2024,0
Photo Sonics,5826,"RADIO NAVIGATION EQUIPMENT, AI",454173.0,2,1,0,2023,0
Vodafone Panafon Hellenic Telecommunications S A,D399,IT AND TELECOM- OTHER IT AND T,451971.79,4,4,3,2019,0
Asr International,D302,IT AND TELECOM- SYSTEMS DEVELO,451642.0,1,1,0,2017,0
Wideband,5820,RADIO AND TELEVISION COMMUNICA,448500.0,1,1,0,2016,0
Convergint,5810,COMMUNICATIONS SECURITY EQUIPM,446141.51,1,1,0,2018,0
Effecture,D302,IT AND TELECOM- SYSTEMS DEVELO,445085.03,1,1,0,2020,0
Advantaged Solutions,D318,IT AND TELECOM- INTEGRATED HAR,444970.0,1,1,0,2018,0
Remotec,5820,RADIO AND TELEVISION COMMUNICA,441450.0,1,1,0,2016,0
Band It Idex,5845,UNDERWATER SOUND EQUIPMENT,441276.95999999996,3,2,1,2016,0
Nisga A Data,5820,RADIO AND TELEVISION COMMUNICA,439317.09,1,1,0,2015,0
Icom America,5820,RADIO AND TELEVISION COMMUNICA,432741.02,1,1,0,2016,0
Walker And Associates,7030,INFORMATION TECHNOLOGY SOFTWAR,431245.65,1,1,0,2018,0
Gryphon L C,1940,SMALL CRAFT,430921.27,1,1,0,2022,0
Fedstore,7030,INFORMATION TECHNOLOGY SOFTWAR,430884.6,1,1,0,2017,0
Northrop Grumman,J030,MAINT/REPAIR/REBUILD OF EQUIPM,429927.53,1,1,0,2019,0
Edge Distributors,5826,"RADIO NAVIGATION EQUIPMENT, AI",429233.13,4,2,3,2023,0
Sfc Valve,4820,"VALVES, NONPOWERED",426958.1,1,1,0,2028,0
No Magic,7045,INFORMATION TECHNOLOGY SUPPLIE,424248.0,1,1,0,2021,0
Rockwell Automation,7B22,IT AND TELECOM - COMPUTE: SERV,423602.7,1,1,0,2023,0
Hgw And Associates,DA10,IT AND TELECOM - BUSINESS APPL,421410.47,1,1,0,2026,0
Tmge,5810,COMMUNICATIONS SECURITY EQUIPM,419012.82,1,1,0,2021,0
Communications Engineering,5820,RADIO AND TELEVISION COMMUNICA,418614.51,1,1,0,2019,0
Allard Nazarian,5845,UNDERWATER SOUND EQUIPMENT,418148.0,1,1,0,2020,0
Nvision Solutions,R425,SUPPORT- PROFESSIONAL: ENGINEE,418129.68,2,2,4,2020,0
Pioneer Industries,5810,COMMUNICATIONS SECURITY EQUIPM,418068.0,1,1,0,2025,0
Spirent Federal,6605,NAVIGATIONAL INSTRUMENTS,414362.31,1,1,0,2016,0
Curtiss Wright Ds,7030,INFORMATION TECHNOLOGY SOFTWAR,414207.53,1,1,0,2016,0
Applanix,2090,MISCELLANEOUS SHIP AND MARINE ,414166.0,1,1,0,2016,0
Uec Electronics,5810,COMMUNICATIONS SECURITY EQUIPM,413116.5,1,1,0,2024,0
Fluke Electronics,7030,INFORMATION TECHNOLOGY SOFTWAR,408662.0,1,1,0,2016,0
Boeing,7030,INFORMATION TECHNOLOGY SOFTWAR,408095.0,1,1,0,2012,0
Convergence Consulting,7030,INFORMATION TECHNOLOGY SOFTWAR,406977.5,1,1,0,2015,0
Jo Kell,5925,CIRCUIT BREAKERS,406128.0,1,1,0,2025,0
Anark,D318,IT AND TELECOM- INTEGRATED HAR,405738.25,1,1,0,2021,0
Kbr Wyle Services,5865,"ELECTRONIC COUNTERMEASURES, CO",405647.01,1,1,0,2018,0
RTX,H214,EQUIPMENT AND MATERIALS TESTIN,404961.0,1,1,0,2017,0
Teledyne Digital Imaging,7A21,IT AND TELECOM - BUSINESS APPL,402640.67000000004,2,2,1,2022,0
Basic Commerce Industries,D302,IT AND TELECOM- SYSTEMS DEVELO,400386.0,3,1,0,2017,0
Avaya Federal Solutions,7030,INFORMATION TECHNOLOGY SOFTWAR,399207.86,1,1,0,2017,0
Virginia And,5810,COMMUNICATIONS SECURITY EQUIPM,399034.72,1,1,0,2023,0
Ppg Architectural Finishes,2090,MISCELLANEOUS SHIP AND MARINE ,398565.0,1,1,0,2023,0
Shell Marine Products,2090,MISCELLANEOUS SHIP AND MARINE ,397037.2,1,1,0,2018,0
Vsolvit,7030,INFORMATION TECHNOLOGY SOFTWAR,396572.0,1,1,0,2020,0
Microlink,7030,INFORMATION TECHNOLOGY SOFTWAR,395000.0,1,1,0,2010,0
Gartner,7030,INFORMATION TECHNOLOGY SOFTWAR,394965.0,1,1,0,2017,0
Donovan Commercial Industries,1375,DEMOLITION MATERIALS,394060.8,1,1,0,2016,0
Main Sail,D302,IT AND TELECOM- SYSTEMS DEVELO,393818.52,1,1,0,2021,0
Siemens Government,5810,COMMUNICATIONS SECURITY EQUIPM,391999.73,1,1,0,2016,0
Rapiscan,5810,COMMUNICATIONS SECURITY EQUIPM,387026.38,4,4,8,2018,0
Ansys,W070,LEASE OR RENTAL OF EQUIPMENT- ,386863.78,1,1,0,2019,0
RTX,1905,COMBAT SHIPS AND LANDING VESSE,385433.0,1,1,0,2022,0
Thales,4920,AIRCRAFT MAINTENANCE AND REPAI,385372.0,1,1,0,2022,0
Wing Inflatables,2090,MISCELLANEOUS SHIP AND MARINE ,384768.23000000004,6,4,4,2022,0
Technical Communities,5865,"ELECTRONIC COUNTERMEASURES, CO",383277.86,1,1,0,2018,0
Cornet,7G20,IT AND TELECOM - NETWORK: ANAL,382607.7,1,1,0,2021,0
Orbital Sciences,1336,GUIDED MISSILE WARHEADS AND EX,382594.99,1,1,0,2016,0
Comtech Satellite Network,5865,"ELECTRONIC COUNTERMEASURES, CO",381006.0,1,1,0,2021,0
Teledyne Caris,7030,INFORMATION TECHNOLOGY SOFTWAR,379963.9,1,1,0,2020,0
Garvey Precision Machine,5810,COMMUNICATIONS SECURITY EQUIPM,379652.24,2,2,3,2017,0
Bmc Software,7030,INFORMATION TECHNOLOGY SOFTWAR,379463.75,1,1,0,2016,0
Stauder Consulting,5865,"ELECTRONIC COUNTERMEASURES, CO",378455.1,1,1,0,2017,0
Northrop Grumman,6150,MISCELLANEOUS ELECTRIC POWER A,377600.0,1,1,0,2027,0
Strategic Communications,5810,COMMUNICATIONS SECURITY EQUIPM,376362.47,4,3,6,2021,0
Saunders Engine Equipment,J070,MAINT/REPAIR/REBUILD OF EQUIPM,374718.45,5,1,0,2017,0
Fedresults,R699,SUPPORT- ADMINISTRATIVE: OTHER,374076.92,1,1,0,2020,0
Shi International,7035,INFORMATION TECHNOLOGY SUPPORT,373715.13,1,1,0,2016,0
Uniforms Manufacturing,2090,MISCELLANEOUS SHIP AND MARINE ,371687.32,1,1,0,2015,0
L3Harris,D310,IT AND TELECOM- CYBER SECURITY,370341.24,2,2,1,2022,0
Scientific Research,5810,COMMUNICATIONS SECURITY EQUIPM,370181.91,1,1,0,2019,0
Peraton,DA10,IT AND TELECOM - BUSINESS APPL,366969.4,1,1,0,2022,0
W R,5865,"ELECTRONIC COUNTERMEASURES, CO",364913.7,1,1,0,2019,0
Csf,7030,INFORMATION TECHNOLOGY SOFTWAR,364693.71,1,1,0,2019,0
Parker Hannifin,2090,MISCELLANEOUS SHIP AND MARINE ,363938.52,1,1,0,2013,0
Enterprise Solutions,7030,INFORMATION TECHNOLOGY SOFTWAR,363059.7,1,1,0,2021,0
Omni Aerospace,1055,"LAUNCHERS, ROCKET AND PYROTECH",362995.0,3,1,0,2025,0
Custom Roto Mold,6920,ARMAMENT TRAINING DEVICES,361435.52,2,2,3,2019,0
Bridge Core,7030,INFORMATION TECHNOLOGY SOFTWAR,360000.0,1,1,0,2020,0
Solipsys,D302,IT AND TELECOM- SYSTEMS DEVELO,359712.0,1,1,0,2017,0
Fedresults,7030,INFORMATION TECHNOLOGY SOFTWAR,358416.09,1,1,0,2017,0
Lake Shore,2090,MISCELLANEOUS SHIP AND MARINE ,357990.91,1,1,0,2022,0
Wildflower International,7030,INFORMATION TECHNOLOGY SOFTWAR,355471.18,1,1,0,2025,0
Cst Of America,7030,INFORMATION TECHNOLOGY SOFTWAR,355078.98,1,1,0,2016,0
Cast Navigation,6605,NAVIGATIONAL INSTRUMENTS,355000.0,1,1,0,2020,0
Kongsberg,W070,LEASE OR RENTAL OF EQUIPMENT- ,355000.0,1,1,0,2018,0
Electrodynamics,7030,INFORMATION TECHNOLOGY SOFTWAR,354789.6,1,1,0,2022,0
Transource Services,5810,COMMUNICATIONS SECURITY EQUIPM,354500.0,2,2,9,2025,0
Cost,D399,IT AND TELECOM- OTHER IT AND T,354425.0,1,1,0,2015,0
Curtiss Wright Ds,5810,COMMUNICATIONS SECURITY EQUIPM,353921.17000000004,3,3,3,2021,0
Carahsoft,D306,IT AND TELECOM- SYSTEMS ANALYS,353404.16,1,1,0,2017,0
Stellant Pst,5865,"ELECTRONIC COUNTERMEASURES, CO",353200.0,1,1,0,2017,0
Corascloud,7A21,IT AND TELECOM - BUSINESS APPL,353167.0,1,1,0,2026,0
Re Build Cr,5845,UNDERWATER SOUND EQUIPMENT,350408.87,3,1,0,2024,0
Spirent Federal,5826,"RADIO NAVIGATION EQUIPMENT, AI",349100.0,1,1,0,2017,0
Rmg Enterprise Solutions,D399,IT AND TELECOM- OTHER IT AND T,346538.53,1,1,0,2020,0
Automated Business Power,5820,RADIO AND TELEVISION COMMUNICA,344291.84,1,1,0,2018,0
Public Engines,7030,INFORMATION TECHNOLOGY SOFTWAR,342960.0,1,1,0,2017,0
Robbins Gioia,7030,INFORMATION TECHNOLOGY SOFTWAR,340540.72,1,1,0,2015,0
Meggitt Uk,6605,NAVIGATIONAL INSTRUMENTS,340382.02,2,2,2,2019,0
Pcmg,5810,COMMUNICATIONS SECURITY EQUIPM,339977.4,1,1,0,2020,0
Gmc Tek,7030,INFORMATION TECHNOLOGY SOFTWAR,339957.95,1,1,0,2015,0
Ex Libris,7030,INFORMATION TECHNOLOGY SOFTWAR,339746.0,1,1,0,2021,0
Edge Distributors,5810,COMMUNICATIONS SECURITY EQUIPM,338755.38,2,2,3,2021,0
Ncs,5810,COMMUNICATIONS SECURITY EQUIPM,338431.56,3,3,7,2026,0
Sierra Nevada,6605,NAVIGATIONAL INSTRUMENTS,336600.0,1,1,0,2024,0
The Mathworks,DA01,IT AND TELECOM - BUSINESS APPL,334565.75,1,1,0,2022,0
Netacquire,5820,RADIO AND TELEVISION COMMUNICA,334034.94,1,1,0,2016,0
Carahsoft,5810,COMMUNICATIONS SECURITY EQUIPM,333695.08,3,3,3,2022,0
Keysight,7030,INFORMATION TECHNOLOGY SOFTWAR,333644.2,1,1,0,2021,0
Symetrics Industries,5865,"ELECTRONIC COUNTERMEASURES, CO",330598.0,1,1,0,2016,0
Sfs Chemical Safety,D319,IT AND TELECOM- ANNUAL SOFTWAR,330050.26,1,1,0,2020,0
The Johns Hopkins University Applied Physics Laboratory,2090,MISCELLANEOUS SHIP AND MARINE ,328188.15,1,1,0,2010,0
Bellingham Marine Industries,2090,MISCELLANEOUS SHIP AND MARINE ,325000.0,1,1,0,2021,0
Carahsoft,W070,LEASE OR RENTAL OF EQUIPMENT- ,324000.0,1,1,0,2021,0
RTX,1337,GUIDED MISSILE AND SPACE VEHIC,320166.53,1,1,0,2022,0
American Chemical Society,DH10,IT AND TELECOM - PLATFORM AS A,319455.0,1,1,0,2025,0
Waco Products,2090,MISCELLANEOUS SHIP AND MARINE ,319142.0,1,1,0,2026,0
Zibiz,7030,INFORMATION TECHNOLOGY SOFTWAR,319002.0,1,1,0,2015,0
Aptean,D399,IT AND TELECOM- OTHER IT AND T,315512.48,1,1,0,2018,0
Northrop Grumman,7021,INFORMATION TECHNOLOGY CENTRAL,312000.0,1,1,0,2019,0
Shine Micro,5841,"RADAR EQUIPMENT, AIRBORNE",310440.0,1,1,0,2017,0
Mil Sat,5820,RADIO AND TELEVISION COMMUNICA,309785.0,1,1,0,2016,0
Tronair,1270,AIRCRAFT GUNNERY FIRE CONTROL ,308298.0,1,1,0,2023,0
Decision Dynamics,7030,INFORMATION TECHNOLOGY SOFTWAR,308256.0,1,1,0,2019,0
Aantilia,2090,MISCELLANEOUS SHIP AND MARINE ,307772.51,1,1,0,2025,0
Lyme Computer,7020,INFORMATION TECHNOLOGY CENTRAL,307480.0,1,1,0,2017,0
Viavi Solutionsllc,5865,"ELECTRONIC COUNTERMEASURES, CO",306960.0,1,1,0,2014,0
Gea Mechanical Equipment,2090,MISCELLANEOUS SHIP AND MARINE ,305985.94,1,1,0,2025,0
Cogitic,2040,MARINE HARDWARE AND HULL ITEMS,305316.88,1,1,0,2021,0
Garcia Information,R425,SUPPORT- PROFESSIONAL: ENGINEE,304133.0,1,1,0,2018,0
J R Tool,5865,"ELECTRONIC COUNTERMEASURES, CO",302825.6,1,1,0,2015,0
Teledyne Flir Defense,1550,UNMANNED AIRCRAFT,302650.0,1,1,0,2022,0
Kratos Unmanned Aerial,1410,GUIDED MISSILES,302576.0,1,1,0,2026,0
Hughes Network,7G21,IT AND TELECOM - NETWORK: DIGI,302250.0,1,1,0,2026,0
Elbit,5865,"ELECTRONIC COUNTERMEASURES, CO",300455.4,1,1,0,2026,0
Relm Communications,5820,RADIO AND TELEVISION COMMUNICA,299134.0,1,1,0,2015,0
Ensign Bickford Aerospace Defense,1305,"AMMUNITION, THROUGH 30MM",297987.12,2,2,1,2020,0
Mnemonics,5820,RADIO AND TELEVISION COMMUNICA,297841.11,1,1,0,2014,0
Professional Software Engineering,D302,IT AND TELECOM- SYSTEMS DEVELO,293220.0,1,1,0,2020,0
Mvation Worldwide,5810,COMMUNICATIONS SECURITY EQUIPM,290721.76,2,2,1,2021,0
Carahsoft,DB10,IT AND TELECOM - COMPUTE AS A ,290084.67,1,1,0,2027,0
Rockwell Automation,2040,MARINE HARDWARE AND HULL ITEMS,289977.0,1,1,0,2023,0
Jered,2090,MISCELLANEOUS SHIP AND MARINE ,289157.78,1,1,0,2026,0
Lyme Computer,7B22,IT AND TELECOM - COMPUTE: SERV,287701.61,1,1,0,2024,0
Geodetics,6605,NAVIGATIONAL INSTRUMENTS,283500.0,1,1,0,2021,0
Software Information Resource,5810,COMMUNICATIONS SECURITY EQUIPM,283231.42,7,4,4,2025,0
Fishnet Security,7030,INFORMATION TECHNOLOGY SOFTWAR,281930.98,1,1,0,2014,0
Tronair,4920,AIRCRAFT MAINTENANCE AND REPAI,280570.0,1,1,0,2025,0
Nidaz,2090,MISCELLANEOUS SHIP AND MARINE ,280475.0,1,1,0,2023,0
Ascend Integrated Solutions,7030,INFORMATION TECHNOLOGY SOFTWAR,277505.0,1,1,0,2023,0
Vectrus,1410,GUIDED MISSILES,276872.89,1,1,0,2019,0
Ssr Engineering,5841,"RADAR EQUIPMENT, AIRBORNE",276579.94,1,1,0,2019,0
Rolls Royce Canada Limited,5845,UNDERWATER SOUND EQUIPMENT,276572.18,1,1,0,2018,0
Technical Communities,6605,NAVIGATIONAL INSTRUMENTS,274607.0,2,2,2,2017,0
Arrow Electronics,7J20,IT AND TELECOM - SECURITY AND ,274512.84,1,1,0,2022,0
Enterprise Solutions,5810,COMMUNICATIONS SECURITY EQUIPM,273166.33,5,5,6,2022,0
Siemens Industry Software,7030,INFORMATION TECHNOLOGY SOFTWAR,269868.0,1,1,0,2021,0
M2,5820,RADIO AND TELEVISION COMMUNICA,269047.48,1,1,0,2023,0
Ses Space Defense,5820,RADIO AND TELEVISION COMMUNICA,268537.05,1,1,0,2016,0
Teledyne Digital Imaging,7E20,IT and Telecom - End User: Hel,267874.66,1,1,0,2025,0
Heat Software,7030,INFORMATION TECHNOLOGY SOFTWAR,263300.0,1,1,0,2016,0
Tyler Federal,7030,INFORMATION TECHNOLOGY SOFTWAR,262789.26,1,1,0,2018,0
Environmental Research Institute,R423,SUPPORT- PROFESSIONAL: INTELLI,262690.05,1,1,0,2022,0
L3,6605,NAVIGATIONAL INSTRUMENTS,260736.71,7,4,6,2025,0
Carahsoft,D318,IT AND TELECOM- INTEGRATED HAR,260502.17,1,1,0,2014,0
Superior Communications,5820,RADIO AND TELEVISION COMMUNICA,259151.1,1,1,0,2015,0
Ferbak,5810,COMMUNICATIONS SECURITY EQUIPM,258656.08,5,5,7,2022,0
And Proposal Engineering,W070,LEASE OR RENTAL OF EQUIPMENT- ,258480.0,1,1,0,2019,0
Argon St,6605,NAVIGATIONAL INSTRUMENTS,257074.3,4,3,2,2018,0
17 Machinery,2090,MISCELLANEOUS SHIP AND MARINE ,256245.44,1,1,0,2024,0
Metal Trades,2090,MISCELLANEOUS SHIP AND MARINE ,255927.31,1,1,0,2020,0
Hgw And Associates,7A20,IT AND TELECOM - APPLICATION D,255854.66,1,1,0,2026,0
Carahsoft,7E20,IT and Telecom - End User: Hel,254953.55,1,1,0,2025,0
Atlantic Diving Supply,1550,UNMANNED AIRCRAFT,254758.5,6,3,2,2023,0
Avnet,D319,IT AND TELECOM- ANNUAL SOFTWAR,251797.0,1,1,0,2019,0
Beacon Interactive,7030,INFORMATION TECHNOLOGY SOFTWAR,250000.0,1,1,0,2018,0
Dell Marketing L P,7B21,IT AND TELECOM - COMPUTE: MAIN,249996.6,1,1,0,2021,0
Fierce Software,7H20,IT AND TELECOM - PLATFORM PROD,249926.94,1,1,0,2027,0
Carahsoft,7B21,IT AND TELECOM - COMPUTE: MAIN,249874.5,1,1,0,2022,0
Government Marketing And Procurement,5810,COMMUNICATIONS SECURITY EQUIPM,249853.4,1,1,0,2021,0
Redhawk It Solutions,7021,INFORMATION TECHNOLOGY CENTRAL,249570.2,1,1,0,2018,0
Dell Marketing L P,7490,MISCELLANEOUS OFFICE MACHINES,249518.6,1,1,0,2021,0
Dell Federal L P,7490,MISCELLANEOUS OFFICE MACHINES,249483.72,1,1,0,2022,0
Carahsoft,5340,"HARDWARE, COMMERCIAL",247951.35,1,1,0,2017,0
Triad Partners,D319,IT AND TELECOM- ANNUAL SOFTWAR,247323.05,1,1,0,2021,0
Mission Davenport,B539,SPECIAL STUDIES/ANALYSIS- AERO,247206.08,1,1,0,2020,0
Ansys Government Initiatives,J066,MAINT/REPAIR/REBUILD OF EQUIPM,246164.04,1,1,0,2023,0
G S E Dynamics,1905,COMBAT SHIPS AND LANDING VESSE,246138.15,2,2,7,2025,0
Dell Marketing L P,DA10,IT AND TELECOM - BUSINESS APPL,242308.72,1,1,0,2023,0
Fcn,D319,IT AND TELECOM- ANNUAL SOFTWAR,240435.0,1,1,0,2018,0
Integrity,2090,MISCELLANEOUS SHIP AND MARINE ,239946.49,1,1,0,2015,0
Ntt Data Japan,6605,NAVIGATIONAL INSTRUMENTS,239760.0,1,1,0,2016,0
BAE Systems,5820,RADIO AND TELEVISION COMMUNICA,239585.0,1,1,0,2018,0
Clear Science,D302,IT AND TELECOM- SYSTEMS DEVELO,239134.18,1,1,0,2021,0
Carahsoft,7J20,IT AND TELECOM - SECURITY AND ,236976.0,1,1,0,2024,0
Four,W070,LEASE OR RENTAL OF EQUIPMENT- ,234522.0,1,1,0,2018,0
Redhawk It Solutions,5810,COMMUNICATIONS SECURITY EQUIPM,233471.34,1,1,0,2019,0
Fanix Software Pty,7030,INFORMATION TECHNOLOGY SOFTWAR,231660.0,1,1,0,2017,0
Hgw And Associates,R707,SUPPORT- MANAGEMENT: CONTRACT/,231081.52,1,1,0,2024,0
Wisecom,5820,RADIO AND TELEVISION COMMUNICA,227726.24,1,1,0,2023,0
Aurora Consulting,5820,RADIO AND TELEVISION COMMUNICA,227725.2,1,1,0,2020,0
Management Services,5820,RADIO AND TELEVISION COMMUNICA,227495.17,1,1,0,2019,0
Dell Federal L P,7A21,IT AND TELECOM - BUSINESS APPL,227271.3,1,1,0,2023,0
Cdw Government,D319,IT AND TELECOM- ANNUAL SOFTWAR,227116.0,1,1,0,2019,0
South Bay Cable,5845,UNDERWATER SOUND EQUIPMENT,226240.0,1,1,0,2015,0
Carahsoft,7F20,IT AND TELECOM - IT MANAGEMENT,225600.07,1,1,0,2021,0
Dell Marketing L P,7020,INFORMATION TECHNOLOGY CENTRAL,225302.07,1,1,0,2020,0
Tomahawk Robotics,5810,COMMUNICATIONS SECURITY EQUIPM,225254.4,1,1,0,2025,0
Rheinmetall Waffe Munition Gmbh,1005,"GUNS, THROUGH 30MM",222925.28999999998,2,2,1,2019,0
Communications Professionals,D319,IT AND TELECOM- ANNUAL SOFTWAR,222725.35,1,1,0,2020,0
Integrated Procurement,2090,MISCELLANEOUS SHIP AND MARINE ,222500.0,2,1,0,2026,0
RTX,8140,AMMUNITION AND NUCLEAR ORDNANC,220692.0,1,1,0,2016,0
Meggitt Defense,5845,UNDERWATER SOUND EQUIPMENT,219942.0,1,1,0,2016,0
Blue Tech,5810,COMMUNICATIONS SECURITY EQUIPM,219860.65,2,2,6,2021,0
Presidio Government Solutions,5810,COMMUNICATIONS SECURITY EQUIPM,217736.43,1,1,0,2019,0
Te Connectivity Seacon Phoenix,5845,UNDERWATER SOUND EQUIPMENT,217200.0,1,1,0,2019,0
Carahsoft,7021,INFORMATION TECHNOLOGY CENTRAL,216731.02,1,1,0,2016,0
Carahsoft,7045,INFORMATION TECHNOLOGY SUPPLIE,216699.98,1,1,0,2016,0
Moog,5820,RADIO AND TELEVISION COMMUNICA,216640.0,1,1,0,2021,0
Enterprise Solutions,7A20,IT AND TELECOM - APPLICATION D,216000.0,1,1,0,2026,0
Keysight,5810,COMMUNICATIONS SECURITY EQUIPM,214903.12,1,1,0,2015,0
L3,1210,FIRE CONTROL DIRECTORS,213941.0,1,1,0,2023,0
Skillsoft,7030,INFORMATION TECHNOLOGY SOFTWAR,212000.0,1,1,0,2022,0
Corascloud,D305,IT AND TELECOM – TELEPROCESSIN,211244.0,1,1,0,2018,0
Southwest Research Institute,5810,COMMUNICATIONS SECURITY EQUIPM,210407.34,2,2,9,2022,0
Hgw And Associates,R706,SUPPORT- MANAGEMENT: LOGISTICS,208420.86,1,1,0,2022,0
Lcl Electronics,1355,"TORPEDOS AND COMPONENTS, INERT",208007.72,1,1,0,2016,0
New Tech Solutions,6605,NAVIGATIONAL INSTRUMENTS,207904.57,1,1,0,2025,0
No Magic,DA10,IT AND TELECOM - BUSINESS APPL,207301.6,1,1,0,2024,0
Carahsoft,D304,IT AND TELECOM- TELECOMMUNICAT,206388.0,1,1,0,2019,0
Mjl Enterprises,2090,MISCELLANEOUS SHIP AND MARINE ,205774.4,2,2,5,2020,0
Spherea,7030,INFORMATION TECHNOLOGY SOFTWAR,204412.0,1,1,0,2017,0
Dell Marketing L P,7025,INFORMATION TECHNOLOGY INPUT/O,203829.3,1,1,0,2020,0
Carahsoft,7C20,IT AND TELECOM - DATA CENTER P,203683.8,1,1,0,2025,0
Four,5810,COMMUNICATIONS SECURITY EQUIPM,202436.25,2,1,0,2021,0
Professional Project Services,7030,INFORMATION TECHNOLOGY SOFTWAR,201352.76,1,1,0,2018,0
Environmental Research Institute,R499,SUPPORT- PROFESSIONAL: OTHER,201309.24,1,1,0,2020,0
One Diversified,5810,COMMUNICATIONS SECURITY EQUIPM,199787.3,1,1,0,2014,0
Executive Business Services,7A21,IT AND TELECOM - BUSINESS APPL,199677.0,1,1,0,2024,0
Shield,2090,MISCELLANEOUS SHIP AND MARINE ,196878.2,1,1,0,2015,0
Unistar Sparco Computers,5826,"RADIO NAVIGATION EQUIPMENT, AI",192376.99,1,1,0,2019,0
Gyro,6605,NAVIGATIONAL INSTRUMENTS,189600.0,1,1,0,2017,0
Electric Motor And Contracting,2090,MISCELLANEOUS SHIP AND MARINE ,187740.0,1,1,0,2013,0
Communications Professionals,5810,COMMUNICATIONS SECURITY EQUIPM,186923.28,2,2,5,2023,0
Kpaul Properties,2090,MISCELLANEOUS SHIP AND MARINE ,186646.4,1,1,0,2023,0
Neubrain,D302,IT AND TELECOM- SYSTEMS DEVELO,186383.8,1,1,0,2021,0
Juniper Elbow,2090,MISCELLANEOUS SHIP AND MARINE ,184203.98,1,1,0,2019,0
Anchor Innovation,1905,COMBAT SHIPS AND LANDING VESSE,183058.49000000002,2,2,1,2020,0
Procom Communications,5810,COMMUNICATIONS SECURITY EQUIPM,181196.39,2,2,4,2022,0
Function5,5810,COMMUNICATIONS SECURITY EQUIPM,180300.0,1,1,0,2020,0
Rolls Royce Solutions America,1990,MISCELLANEOUS VESSELS,179849.49999999994,22,3,3,2018,0
Composite Resources,5845,UNDERWATER SOUND EQUIPMENT,178018.2,1,1,0,2021,0
Professional Contract Services,1905,COMBAT SHIPS AND LANDING VESSE,177158.71,1,1,0,2025,0
Industries For The Blind And Visually Impaired,5810,COMMUNICATIONS SECURITY EQUIPM,176941.28,2,1,0,2024,0
Naval,2090,MISCELLANEOUS SHIP AND MARINE ,174518.75,1,1,0,2025,0
Valdez Construction,5810,COMMUNICATIONS SECURITY EQUIPM,174216.09,1,1,0,2017,0
Peopletec,5810,COMMUNICATIONS SECURITY EQUIPM,174088.84,1,1,0,2023,0
Strategic Communications,5845,UNDERWATER SOUND EQUIPMENT,173739.96,2,2,2,2020,0
Sunbelt Design Development,1420,GUIDED MISSILE COMPONENTS,172905.0,1,1,0,2017,0
Tfab Manufacturing,2090,MISCELLANEOUS SHIP AND MARINE ,169318.66,1,1,0,2015,0
Immixtechnology,D302,IT AND TELECOM- SYSTEMS DEVELO,167804.88,1,1,0,2018,0
Trimble,6605,NAVIGATIONAL INSTRUMENTS,167484.97,4,4,5,2020,0
Accurate Energetic,1370,PYROTECHNICS,166720.99,2,2,1,2017,0
Garvey Precision Components,2090,MISCELLANEOUS SHIP AND MARINE ,162968.0,1,1,0,2015,0
Isoft Solutions,5810,COMMUNICATIONS SECURITY EQUIPM,162102.26,2,2,9,2023,0
Accurate Energetic,AJ44,R&D- GENERAL SCIENCE/TECHNOLOG,161313.89,1,1,0,2019,0
Conference,5810,COMMUNICATIONS SECURITY EQUIPM,160462.56999999998,2,2,1,2016,0
Mcallister Towing Of Virginia,1990,MISCELLANEOUS VESSELS,160127.5,10,3,2,2017,0
RTX,AC55,R&D- DEFENSE SYSTEM: WEAPONS (,159605.0,2,1,0,2018,0
Ensign Bickford Aerospace Defense,1376,BULK EXPLOSIVES,156640.0,1,1,0,2019,0
Koam Engineering,1905,COMBAT SHIPS AND LANDING VESSE,154091.06,1,1,0,2023,0
Bahfed,5810,COMMUNICATIONS SECURITY EQUIPM,150299.07,1,1,0,2025,0
Dell Marketing L P,5810,COMMUNICATIONS SECURITY EQUIPM,149918.44,1,1,0,2017,0
Sea Box,2090,MISCELLANEOUS SHIP AND MARINE ,149910.0,1,1,0,2017,0
