uei,naics6,naics_desc,is_primary
FECPDA1S8WJ1,811310,Commercial and Industrial Machinery and Equipment (except Automotive and Electronic) Repair and Maintenance,Y
FECPDA1S8WJ1,811412,Appliance Repair and Maintenance,
FECPDA1S8WJ1,811490,Other Personal and Household Goods Repair and Maintenance,
FECPDA1S8WJ1,812320,Drycleaning and Laundry Services (except Coin-Operated),
MFGMH9R7GMG3,332999,All Other Miscellaneous Fabricated Metal Product Manufacturing,
MFGMH9R7GMG3,334111,Electronic Computer Manufacturing,Y
MFGMH9R7GMG3,334112,Computer Storage Device Manufacturing,
MFGMH9R7GMG3,334118,Computer Terminal and Other Computer Peripheral Equipment Manufacturing,
MFGMH9R7GMG3,334210,Telephone Apparatus Manufacturing,
MFGMH9R7GMG3,334220,Radio and Television Broadcasting and Wireless Communications Equipment Manufacturing,
MFGMH9R7GMG3,334290,Other Communications Equipment Manufacturing,
MFGMH9R7GMG3,334310,Audio and Video Equipment Manufacturing,
MFGMH9R7GMG3,334419,Other Electronic Component Manufacturing,
MFGMH9R7GMG3,334515,Instrument Manufacturing for Measuring and Testing Electricity and Electrical Signals,
MFGMH9R7GMG3,334517,Irradiation Apparatus Manufacturing,
MFGMH9R7GMG3,335931,Current-Carrying Wiring Device Manufacturing,
MFGMH9R7GMG3,335932,Noncurrent-Carrying Wiring Device Manufacturing,
MFGMH9R7GMG3,335999,All Other Miscellaneous Electrical Equipment and Component Manufacturing,
MFGMH9R7GMG3,339114,Dental Equipment and Supplies Manufacturing,
MFGMH9R7GMG3,423430,Computer and Computer Peripheral Equipment and Software Merchant Wholesalers,
MFGMH9R7GMG3,423450,"Medical, Dental, and Hospital Equipment and Supplies Merchant Wholesalers",
MFGMH9R7GMG3,423490,Other Professional Equipment and Supplies Merchant Wholesalers,
MFGMH9R7GMG3,423690,Other Electronic Parts and Equipment Merchant Wholesalers,
MFGMH9R7GMG3,513210,Software Publishers,
MFGMH9R7GMG3,532420,Office Machinery and Equipment Rental and Leasing,
MFGMH9R7GMG3,541330,Engineering Services,
MFGMH9R7GMG3,541490,Other Specialized Design Services,
MFGMH9R7GMG3,541511,Custom Computer Programming Services,
MFGMH9R7GMG3,541512,Computer Systems Design Services,
MFGMH9R7GMG3,541513,Computer Facilities Management Services,
MFGMH9R7GMG3,541519,Other Computer Related Services,
MFGMH9R7GMG3,541611,Administrative Management and General Management Consulting Services,
MFGMH9R7GMG3,541618,Other Management Consulting Services,
MFGMH9R7GMG3,541690,Other Scientific and Technical Consulting Services,
MFGMH9R7GMG3,541990,"All Other Professional, Scientific, and Technical Services",
MFGMH9R7GMG3,561110,Office Administrative Services,
MFGMH9R7GMG3,611420,Computer Training,
MFGMH9R7GMG3,811210,Electronic and Precision Equipment Repair and Maintenance,
C59LDR2KN4U6,332813,"Electroplating, Plating, Polishing, Anodizing, and Coloring",Y
KFF4DTT9LFJ3,484110,"General Freight Trucking, Local",
KFF4DTT9LFJ3,531120,Lessors of Nonresidential Buildings (except Miniwarehouses),Y
LR8MS4H7N2U5,334513,"Instruments and Related Products Manufacturing for Measuring, Displaying, and Controlling Industrial Process Variables",Y
LR8MS4H7N2U5,334519,Other Measuring and Controlling Device Manufacturing,
LR8MS4H7N2U5,541690,Other Scientific and Technical Consulting Services,
L66VDJVM3VP6,334513,"Instruments and Related Products Manufacturing for Measuring, Displaying, and Controlling Industrial Process Variables",
L66VDJVM3VP6,423830,Industrial Machinery and Equipment Merchant Wholesalers,Y
LF6XHQGSAXB9,332439,Other Metal Container Manufacturing,
LF6XHQGSAXB9,332996,Fabricated Pipe and Pipe Fitting Manufacturing,Y
RANZTST3FQU3,332510,Hardware Manufacturing,Y
RANZTST3FQU3,332722,"Bolt, Nut, Screw, Rivet, and Washer Manufacturing",
RANZTST3FQU3,333515,Cutting Tool and Machine Tool Accessory Manufacturing,
RANZTST3FQU3,339999,All Other Miscellaneous Manufacturing,
RANZTST3FQU3,423120,Motor Vehicle Supplies and New Parts Merchant Wholesalers,
RANZTST3FQU3,423610,"Electrical Apparatus and Equipment, Wiring Supplies, and Related Equipment Merchant Wholesalers",
RANZTST3FQU3,423710,Hardware Merchant Wholesalers,
RANZTST3FQU3,423840,Industrial Supplies Merchant Wholesalers,
RANZTST3FQU3,811111,General Automotive Repair,
G5W8NZNYN1P6,541330,Engineering Services,Y
YXMXTJMDPJR7,326220,Rubber and Plastics Hoses and Belting Manufacturing,
YXMXTJMDPJR7,332912,Fluid Power Valve and Hose Fitting Manufacturing,
YXMXTJMDPJR7,332919,Other Metal Valve and Pipe Fitting Manufacturing,
YXMXTJMDPJR7,332999,All Other Miscellaneous Fabricated Metal Product Manufacturing,
YXMXTJMDPJR7,336413,Other Aircraft Parts and Auxiliary Equipment Manufacturing,
YXMXTJMDPJR7,423830,Industrial Machinery and Equipment Merchant Wholesalers,Y
JKJMKFAFH8B9,337127,Institutional Furniture Manufacturing,Y
JKJMKFAFH8B9,337214,Office Furniture (except Wood) Manufacturing,
H1J9UJSSTB98,221210,Natural Gas Distribution,
H1J9UJSSTB98,325120,Industrial Gas Manufacturing,Y
H1J9UJSSTB98,325412,Pharmaceutical Preparation Manufacturing,
H1J9UJSSTB98,331491,"Nonferrous Metal (except Copper and Aluminum) Rolling, Drawing, and Extruding",
H1J9UJSSTB98,333514,"Special Die and Tool, Die Set, Jig, and Fixture Manufacturing",
H1J9UJSSTB98,333912,Air and Gas Compressor Manufacturing,
H1J9UJSSTB98,333992,Welding and Soldering Equipment Manufacturing,
H1J9UJSSTB98,423450,"Medical, Dental, and Hospital Equipment and Supplies Merchant Wholesalers",
H1J9UJSSTB98,423830,Industrial Machinery and Equipment Merchant Wholesalers,
H1J9UJSSTB98,423840,Industrial Supplies Merchant Wholesalers,
H1J9UJSSTB98,424690,Other Chemical and Allied Products Merchant Wholesalers,
NYWQLNAXE9G4,332912,Fluid Power Valve and Hose Fitting Manufacturing,Y
WF99GAJKQAL5,541380,Testing Laboratories and Services,Y
HBLRJ28LNM16,221122,Electric Power Distribution,
HBLRJ28LNM16,334511,"Search, Detection, Navigation, Guidance, Aeronautical, and Nautical System and Instrument Manufacturing",
HBLRJ28LNM16,335311,"Power, Distribution, and Specialty Transformer Manufacturing",Y
HBLRJ28LNM16,335999,All Other Miscellaneous Electrical Equipment and Component Manufacturing,
HBLRJ28LNM16,336413,Other Aircraft Parts and Auxiliary Equipment Manufacturing,
HBLRJ28LNM16,488190,Other Support Activities for Air Transportation,
L6V2CGVQP844,334419,Other Electronic Component Manufacturing,
L6V2CGVQP844,334513,"Instruments and Related Products Manufacturing for Measuring, Displaying, and Controlling Industrial Process Variables",Y
L6V2CGVQP844,334519,Other Measuring and Controlling Device Manufacturing,
TCSFXP5TD5P6,333413,Industrial and Commercial Fan and Blower and Air Purification Equipment Manufacturing,Y
TCSFXP5TD5P6,813920,Professional Organizations,
UE9ZP9KJKQ67,332313,Plate Work Manufacturing,
UE9ZP9KJKQ67,332710,Machine Shops,Y
UE9ZP9KJKQ67,332721,Precision Turned Product Manufacturing,
UE9ZP9KJKQ67,811310,Commercial and Industrial Machinery and Equipment (except Automotive and Electronic) Repair and Maintenance,
GJDDKRPHXAL5,423510,Metal Service Centers and Other Metal Merchant Wholesalers,Y
Q7CGW8NCRGJ6,332912,Fluid Power Valve and Hose Fitting Manufacturing,
Q7CGW8NCRGJ6,333996,Fluid Power Pump and Motor Manufacturing,
Q7CGW8NCRGJ6,336413,Other Aircraft Parts and Auxiliary Equipment Manufacturing,Y
KU8MSC4HELN8,336413,Other Aircraft Parts and Auxiliary Equipment Manufacturing,Y
TFBXC11G77F3,334118,Computer Terminal and Other Computer Peripheral Equipment Manufacturing,Y
TFBXC11G77F3,423690,Other Electronic Parts and Equipment Merchant Wholesalers,
QT8MN8A81NB7,334419,Other Electronic Component Manufacturing,
QT8MN8A81NB7,334513,"Instruments and Related Products Manufacturing for Measuring, Displaying, and Controlling Industrial Process Variables",Y
QT8MN8A81NB7,334519,Other Measuring and Controlling Device Manufacturing,
CMPLJR3G8K76,423120,Motor Vehicle Supplies and New Parts Merchant Wholesalers,
CMPLJR3G8K76,423610,"Electrical Apparatus and Equipment, Wiring Supplies, and Related Equipment Merchant Wholesalers",
CMPLJR3G8K76,423810,Construction and Mining (except Oil Well) Machinery and Equipment Merchant Wholesalers,Y
CMPLJR3G8K76,532412,"Construction, Mining, and Forestry Machinery and Equipment Rental and Leasing",
CMPLJR3G8K76,532490,Other Commercial and Industrial Machinery and Equipment Rental and Leasing,
CMPLJR3G8K76,811310,Commercial and Industrial Machinery and Equipment (except Automotive and Electronic) Repair and Maintenance,
H2X6CQSJHQL4,331524,Aluminum Foundries (except Die-Casting),
H2X6CQSJHQL4,331529,Other Nonferrous Metal Foundries (except Die-Casting),Y
G8HNS2EJYJU6,333517,MACHINE TOOL MANUFACTURING,Y
EHRJCSUERKU3,334419,Other Electronic Component Manufacturing,Y
WLHBRDWEW7T4,334418,Printed Circuit Assembly (Electronic Assembly) Manufacturing,Y
WLHBRDWEW7T4,334511,"Search, Detection, Navigation, Guidance, Aeronautical, and Nautical System and Instrument Manufacturing",
QJCBMJ8NX5P5,326150,Urethane and Other Foam Product (except Polystyrene) Manufacturing,
QJCBMJ8NX5P5,423830,Industrial Machinery and Equipment Merchant Wholesalers,Y
QJCBMJ8NX5P5,423840,Industrial Supplies Merchant Wholesalers,
YQXBZHMXEVE5,513210,Software Publishers,Y
PZK1KSXFFNX9,335311,"Power, Distribution, and Specialty Transformer Manufacturing",
PZK1KSXFFNX9,335999,All Other Miscellaneous Electrical Equipment and Component Manufacturing,Y
DBQGN324ULK3,332510,Hardware Manufacturing,
DBQGN324ULK3,423120,Motor Vehicle Supplies and New Parts Merchant Wholesalers,
DBQGN324ULK3,423440,Other Commercial Equipment Merchant Wholesalers,
DBQGN324ULK3,423490,Other Professional Equipment and Supplies Merchant Wholesalers,
DBQGN324ULK3,423610,"Electrical Apparatus and Equipment, Wiring Supplies, and Related Equipment Merchant Wholesalers",
DBQGN324ULK3,423620,"Household Appliances, Electric Housewares, and Consumer Electronics Merchant Wholesalers",
DBQGN324ULK3,423690,Other Electronic Parts and Equipment Merchant Wholesalers,
DBQGN324ULK3,423710,Hardware Merchant Wholesalers,
DBQGN324ULK3,423720,Plumbing and Heating Equipment and Supplies (Hydronics) Merchant Wholesalers,
DBQGN324ULK3,423730,Warm Air Heating and Air-Conditioning Equipment and Supplies Merchant Wholesalers,
DBQGN324ULK3,423740,Refrigeration Equipment and Supplies Merchant Wholesalers,
DBQGN324ULK3,423830,Industrial Machinery and Equipment Merchant Wholesalers,
DBQGN324ULK3,423840,Industrial Supplies Merchant Wholesalers,Y
DBQGN324ULK3,423850,Service Establishment Equipment and Supplies Merchant Wholesalers,
DBQGN324ULK3,424950,"Paint, Varnish, and Supplies Merchant Wholesalers",
DBQGN324ULK3,424990,Other Miscellaneous Nondurable Goods Merchant Wholesalers,
DBQGN324ULK3,425120,Wholesale Trade Agents and Brokers,
DBQGN324ULK3,444110,Home Centers,
F3KHJ1ESERD3,333415,Air-Conditioning and Warm Air Heating Equipment and Commercial and Industrial Refrigeration Equipment Manufacturing,Y
SMZQB2YVYM66,333413,Industrial and Commercial Fan and Blower and Air Purification Equipment Manufacturing,Y
SMZQB2YVYM66,336320,Motor Vehicle Electrical and Electronic Equipment Manufacturing,
UXVTFYJT5PN7,221122,Electric Power Distribution,
UXVTFYJT5PN7,335311,"Power, Distribution, and Specialty Transformer Manufacturing",Y
UXVTFYJT5PN7,335313,Switchgear and Switchboard Apparatus Manufacturing,
UXVTFYJT5PN7,335314,Relay and Industrial Control Manufacturing,
UXVTFYJT5PN7,335931,Current-Carrying Wiring Device Manufacturing,
UXVTFYJT5PN7,335999,All Other Miscellaneous Electrical Equipment and Component Manufacturing,
UXVTFYJT5PN7,336320,Motor Vehicle Electrical and Electronic Equipment Manufacturing,
UXVTFYJT5PN7,336419,Other Guided Missile and Space Vehicle Parts and Auxiliary Equipment Manufacturing,
UXVTFYJT5PN7,541330,Engineering Services,
WCJ5B9CQN5E4,238210,Electrical Contractors and Other Wiring Installation Contractors,Y
WCJ5B9CQN5E4,238220,"Plumbing, Heating, and Air-Conditioning Contractors",
WCJ5B9CQN5E4,335999,All Other Miscellaneous Electrical Equipment and Component Manufacturing,
WCJ5B9CQN5E4,541330,Engineering Services,
WCJ5B9CQN5E4,561990,All Other Support Services,
WCJ5B9CQN5E4,811310,Commercial and Industrial Machinery and Equipment (except Automotive and Electronic) Repair and Maintenance,
CWU4C613AB25,332710,Machine Shops,
CWU4C613AB25,334418,Printed Circuit Assembly (Electronic Assembly) Manufacturing,
CWU4C613AB25,334513,"Instruments and Related Products Manufacturing for Measuring, Displaying, and Controlling Industrial Process Variables",
CWU4C613AB25,334519,Other Measuring and Controlling Device Manufacturing,Y
CWU4C613AB25,335311,"Power, Distribution, and Specialty Transformer Manufacturing",
CWU4C613AB25,335313,Switchgear and Switchboard Apparatus Manufacturing,
TRJPK4ELKDR3,334513,"Instruments and Related Products Manufacturing for Measuring, Displaying, and Controlling Industrial Process Variables",
TRJPK4ELKDR3,334516,Analytical Laboratory Instrument Manufacturing,
TRJPK4ELKDR3,334519,Other Measuring and Controlling Device Manufacturing,Y
TRJPK4ELKDR3,541380,Testing Laboratories and Services,
TRJPK4ELKDR3,541512,Computer Systems Design Services,
TRJPK4ELKDR3,541519,Other Computer Related Services,
NY66W8KMH427,332312,Fabricated Structural Metal Manufacturing,Y
M6N3M8GCHLN5,332312,Fabricated Structural Metal Manufacturing,
M6N3M8GCHLN5,333924,"Industrial Truck, Tractor, Trailer, and Stacker Machinery Manufacturing",Y
M6N3M8GCHLN5,336120,Heavy Duty Truck Manufacturing,
M6N3M8GCHLN5,336413,Other Aircraft Parts and Auxiliary Equipment Manufacturing,
NM8HVXPHLEK7,334290,Other Communications Equipment Manufacturing,
NM8HVXPHLEK7,541310,Architectural Services,
NM8HVXPHLEK7,541330,Engineering Services,Y
NM8HVXPHLEK7,541340,Drafting Services,
NM8HVXPHLEK7,541350,Building Inspection Services,
NM8HVXPHLEK7,541380,Testing Laboratories and Services,
NM8HVXPHLEK7,541410,Interior Design Services,
NM8HVXPHLEK7,541490,Other Specialized Design Services,
NM8HVXPHLEK7,541611,Administrative Management and General Management Consulting Services,
NM8HVXPHLEK7,541614,"Process, Physical Distribution, and Logistics Consulting Services",
NM8HVXPHLEK7,541620,Environmental Consulting Services,
NM8HVXPHLEK7,541690,Other Scientific and Technical Consulting Services,
NM8HVXPHLEK7,541715,"Research and Development in the Physical, Engineering, and Life Sciences (except Nanotechnology and Biotechnology)",
NM8HVXPHLEK7,541720,Research and Development in the Social Sciences and Humanities,
NM8HVXPHLEK7,541990,"All Other Professional, Scientific, and Technical Services",
NM8HVXPHLEK7,561210,Facilities Support Services,
NM8HVXPHLEK7,561611,Investigation and Personal Background Check Services,
NM8HVXPHLEK7,561621,Security Systems Services (except Locksmiths),
NM8HVXPHLEK7,561990,All Other Support Services,
NM8HVXPHLEK7,611430,Professional and Management Development Training,
NM8HVXPHLEK7,611699,All Other Miscellaneous Schools and Instruction,
NM8HVXPHLEK7,624230,Emergency and Other Relief Services,
ECVNHKM2CLS9,334515,Instrument Manufacturing for Measuring and Testing Electricity and Electrical Signals,Y
Z7K8HUMNCZ22,541330,Engineering Services,
Z7K8HUMNCZ22,541512,Computer Systems Design Services,
Z7K8HUMNCZ22,561311,Employment Placement Agencies,
Z7K8HUMNCZ22,561320,Temporary Help Services,Y
FKEYGBAYJLH3,334111,Electronic Computer Manufacturing,Y
D3NDZT2XLW83,334413,Semiconductor and Related Device Manufacturing,
D3NDZT2XLW83,334419,Other Electronic Component Manufacturing,
D3NDZT2XLW83,335313,Switchgear and Switchboard Apparatus Manufacturing,
D3NDZT2XLW83,335999,All Other Miscellaneous Electrical Equipment and Component Manufacturing,
D3NDZT2XLW83,336211,Motor Vehicle Body Manufacturing,
D3NDZT2XLW83,336320,Motor Vehicle Electrical and Electronic Equipment Manufacturing,
D3NDZT2XLW83,423140,Motor Vehicle Parts (Used) Merchant Wholesalers,
D3NDZT2XLW83,423610,"Electrical Apparatus and Equipment, Wiring Supplies, and Related Equipment Merchant Wholesalers",
D3NDZT2XLW83,423620,"Household Appliances, Electric Housewares, and Consumer Electronics Merchant Wholesalers",
D3NDZT2XLW83,423690,Other Electronic Parts and Equipment Merchant Wholesalers,Y
D3NDZT2XLW83,423830,Industrial Machinery and Equipment Merchant Wholesalers,
D3NDZT2XLW83,423860,Transportation Equipment and Supplies (except Motor Vehicle) Merchant Wholesalers,
Q54KG4JYEWE4,336611,Ship Building and Repairing,
Q54KG4JYEWE4,541330,Engineering Services,Y
YA5LYT9J7TX5,334513,"Instruments and Related Products Manufacturing for Measuring, Displaying, and Controlling Industrial Process Variables",
YA5LYT9J7TX5,334515,Instrument Manufacturing for Measuring and Testing Electricity and Electrical Signals,Y
YA5LYT9J7TX5,334516,Analytical Laboratory Instrument Manufacturing,
